classes,conf,x1,y1,x2,y2,fps
truck,0.6800263,662,303,810,416,23
car,0.59827113,849,975,1162,1076,23
car,0.5620923,1150,346,1244,416,23
car,0.46639538,1586,218,1627,248,23
car,0.87253,286,764,576,930,24
car,0.74696445,36,549,255,647,24
truck,0.7171593,654,308,808,420,24
car,0.48237038,1587,218,1629,248,24
car,0.4638152,876,941,1181,1076,24
car,0.87107134,313,744,596,929,25
truck,0.7351701,644,307,803,423,25
car,0.6483567,6,556,225,673,25
truck,0.5079148,897,909,1207,1076,25
car,0.45091748,1161,344,1251,414,25
car,0.42368174,1587,218,1629,248,25
car,0.7617688,335,734,619,914,26
truck,0.69891167,637,310,797,424,26
car,0.69235325,3,565,206,652,26
car,0.6693096,916,899,1223,1076,26
car,0.46086144,1164,341,1254,412,26
car,0.4586687,1589,218,1630,250,26
car,0.87989163,367,725,642,895,27
car,0.7884102,943,879,1229,1075,27
truck,0.64935637,630,310,788,425,27
car,0.51136136,0,574,193,667,27
car,0.48152256,999,316,1076,353,27
car,0.42283344,1470,234,1512,264,27
car,0.8871391,395,713,664,878,28
car,0.8609319,950,866,1247,1077,28
truck,0.63922405,623,315,785,428,28
car,0.50970554,1175,337,1264,409,28
car,0.43767452,1470,234,1512,265,28
bus,0.40490627,618,315,784,426,28
car,0.88902855,421,701,684,867,29
car,0.8869829,972,846,1254,1074,29
truck,0.7124305,613,319,780,431,29
car,0.46845245,1181,336,1267,407,29
car,0.45368958,1470,234,1512,265,29
car,0.8768649,443,692,704,857,30
car,0.8728466,979,831,1269,1057,30
truck,0.7721281,603,320,775,432,30
car,0.6208124,1185,336,1272,405,30
car,0.4217806,1471,234,1515,265,30
car,0.40335393,1592,214,1633,248,30
car,0.8766854,472,679,723,842,31
car,0.81416845,1005,818,1279,1032,31
truck,0.738101,593,319,765,435,31
car,0.70724726,1188,332,1275,404,31
car,0.4151702,1473,231,1519,263,31
car,0.8647227,1026,800,1293,1015,32
car,0.8596058,493,675,750,829,32
truck,0.76418495,586,319,759,437,32
car,0.6717224,1195,335,1277,398,32
car,0.50538254,973,320,1055,361,32
car,0.87522984,1045,786,1305,992,33
car,0.8743155,514,661,758,815,33
truck,0.7061386,578,322,755,438,33
car,0.5742216,1197,331,1281,397,33
car,0.4362116,1479,229,1521,263,33
car,0.87257123,1059,772,1314,976,34
car,0.8595605,537,648,775,804,34
truck,0.7079592,570,319,742,440,34
car,0.640049,1201,330,1286,395,34
car,0.45327616,1479,230,1523,265,34
bus,0.4091115,569,315,739,441,34
car,0.8961103,1072,764,1324,956,35
car,0.8708668,561,643,793,794,35
truck,0.7896292,562,323,740,442,35
car,0.6512847,1205,326,1290,390,35
car,0.40645075,1479,231,1523,264,35
car,0.8802881,1088,745,1330,940,36
car,0.8703909,577,633,819,779,36
truck,0.74982643,553,322,735,445,36
car,0.52909064,1211,326,1291,388,36
car,0.88376236,1097,730,1340,924,37
car,0.8534639,601,628,838,769,37
truck,0.7083092,543,326,723,446,37
car,0.54382324,1214,323,1297,388,37
bus,0.52988887,540,321,719,444,37
car,0.8705349,615,620,850,764,38
car,0.8618469,1109,722,1348,907,38
truck,0.6808369,533,329,713,447,38
car,0.59137344,1217,322,1301,386,38
car,0.88540196,1116,713,1356,892,39
car,0.85074663,635,608,864,760,39
truck,0.73509336,523,330,704,451,39
car,0.5600374,1222,319,1304,386,39
truck,0.47528744,926,207,1052,309,39
car,0.8871596,1124,700,1365,882,40
car,0.85395813,653,601,874,755,40
truck,0.7643037,511,336,698,459,40
car,0.67286706,1223,319,1308,385,40
car,0.44885826,926,335,1007,379,40
car,0.4158497,1598,212,1636,245,40
car,0.40096414,1486,227,1527,260,40
car,0.84756804,1135,691,1373,868,41
car,0.8455539,672,594,883,735,41
truck,0.7602775,500,336,691,460,41
car,0.53071475,922,337,1001,381,41
car,0.50723267,1230,318,1311,382,41
car,0.44566488,1487,226,1528,258,41
car,0.42580605,1600,211,1637,244,41
car,0.8560195,687,589,898,723,42
car,0.85275126,1145,682,1380,854,42
truck,0.7900171,493,337,683,462,42
car,0.73066926,1233,317,1314,381,42
truck,0.537426,917,211,1052,312,42
car,0.47914982,1486,229,1527,258,42
car,0.44925785,1598,208,1636,243,42
car,0.8564091,1164,673,1386,839,43
car,0.8414984,706,582,916,710,43
truck,0.7966447,483,342,677,463,43
car,0.52774286,1237,315,1314,378,43
car,0.4543705,1598,212,1636,245,43
car,0.44163036,1487,228,1528,257,43
truck,0.40203595,914,213,1048,309,43
car,0.83904076,723,578,925,700,44
car,0.82514477,1176,662,1386,830,44
truck,0.79133606,473,342,671,466,44
car,0.56669736,1241,316,1315,377,44
car,0.4228711,1489,226,1529,255,44
car,0.41192055,1599,212,1638,244,44
car,0.842572,734,568,934,692,45
car,0.81826806,1192,655,1397,813,45
truck,0.7864356,463,343,659,470,45
car,0.5159831,1246,314,1322,376,45
car,0.86544156,1200,637,1398,800,46
car,0.85655403,754,560,950,682,46
truck,0.79101276,451,345,649,474,46
car,0.6040783,1249,314,1322,375,46
car,0.51089334,890,345,977,386,46
car,0.8351898,768,553,958,678,47
car,0.817893,1212,628,1407,789,47
truck,0.7927301,441,346,644,477,47
car,0.43549156,1654,210,1694,247,47
car,0.4056034,881,343,978,389,47
car,0.8416748,1217,619,1417,783,48
truck,0.81564903,429,349,629,479,48
car,0.80905867,784,548,977,670,48
car,0.49677324,1254,312,1326,369,48
car,0.47977352,874,346,960,387,48
car,0.44349575,1599,208,1638,243,48
car,0.43904686,1655,208,1696,246,48
car,0.40900707,1490,225,1534,253,48
car,0.83364344,1227,618,1419,774,49
car,0.80966234,798,541,990,664,49
truck,0.78594685,421,350,630,483,49
car,0.4941311,1601,205,1639,243,49
car,0.48282146,1492,223,1534,252,49
car,0.4625082,861,345,954,393,49
car,0.40233612,1655,206,1696,246,49
car,0.85234284,1236,611,1425,759,50
car,0.8160591,813,539,1004,655,50
truck,0.8026769,406,351,622,483,50
car,0.64495134,1260,306,1335,364,50
car,0.54027414,1600,202,1640,241,50
car,0.42427635,1493,223,1537,257,50
car,0.8742094,1244,602,1430,744,51
car,0.82387114,827,534,1017,648,51
truck,0.77161217,394,348,604,482,51
car,0.56443405,1263,304,1337,363,51
car,0.54005575,847,353,939,403,51
car,0.5060749,1601,202,1642,243,51
truck,0.48607373,882,214,973,314,51
car,0.41975737,1497,224,1539,257,51
car,0.8737087,1248,599,1435,739,52
truck,0.81048036,382,354,599,490,52
car,0.80217576,839,527,1032,643,52
car,0.5984678,839,357,931,404,52
car,0.59695244,1265,302,1339,362,52
car,0.55246353,981,316,1057,359,52
car,0.48126602,1601,202,1642,241,52
truck,0.46157074,880,216,971,316,52
car,0.42619705,1655,208,1696,245,52
car,0.8454666,1254,590,1438,735,53
car,0.8368993,851,523,1033,637,53
truck,0.81833935,370,355,586,497,53
car,0.665493,1269,301,1340,361,53
car,0.49446702,829,360,925,410,53
car,0.4712758,1601,203,1642,237,53
truck,0.43765354,876,215,964,314,53
car,0.43319702,1658,209,1696,245,53
car,0.848403,864,518,1035,633,54
car,0.837553,1259,582,1448,727,54
truck,0.8177433,357,359,577,500,54
car,0.48717928,967,319,1050,360,54
car,0.47768402,825,360,922,403,54
truck,0.46367645,864,219,997,319,54
car,0.4148183,1601,204,1642,236,54
car,0.84419966,1268,579,1449,708,55
car,0.81715536,877,511,1049,630,55
truck,0.694823,348,362,563,504,55
car,0.5555959,1274,300,1346,358,55
car,0.45318604,823,362,913,402,55
truck,0.42979956,862,221,1005,319,55
bus,0.4271927,350,359,560,502,55
car,0.40396512,1602,204,1641,238,55
car,0.8072126,891,507,1055,618,56
truck,0.79526806,330,362,558,507,56
car,0.77352905,1263,573,1453,703,56
car,0.5112033,811,363,901,405,56
car,0.43361115,1281,300,1348,358,56
truck,0.82585335,319,363,547,510,57
car,0.7976651,1287,574,1455,697,57
car,0.7883892,904,501,1065,606,57
car,0.43074608,800,366,898,412,57
car,0.4267516,1283,300,1351,355,57
car,0.8722553,1294,552,1466,685,58
truck,0.8189907,307,364,535,512,58
car,0.80900407,916,500,1072,601,58
car,0.5921364,1286,300,1354,354,58
car,0.4249897,790,369,889,418,58
car,0.8405149,1306,558,1463,679,59
truck,0.8000617,292,366,525,518,59
car,0.7819967,925,497,1082,594,59
car,0.5871463,781,372,878,421,59
car,0.5093622,1289,295,1358,353,59
truck,0.4371673,848,223,997,324,59
car,0.84431267,1312,544,1468,672,60
truck,0.8149595,284,372,515,519,60
car,0.7940054,937,489,1103,592,60
car,0.47225237,1288,295,1356,352,60
car,0.42080462,769,374,874,424,60
car,0.844862,1316,543,1475,665,61
car,0.80034256,946,485,1104,583,61
truck,0.75354385,267,374,510,524,61
car,0.50250316,760,376,863,435,61
car,0.43986797,1293,294,1358,349,61
car,0.8499677,1326,536,1478,655,62
car,0.79383993,956,478,1113,581,62
truck,0.78826904,255,380,495,529,62
car,0.56878924,1298,294,1362,346,62
car,0.4653511,756,379,853,435,62
car,0.84836984,1327,532,1483,652,63
car,0.80134463,967,474,1132,577,63
truck,0.7873306,238,382,483,531,63
car,0.57994723,1298,291,1365,345,63
car,0.54445505,747,384,849,435,63
car,0.8665407,1333,526,1481,638,64
truck,0.8173542,225,384,471,534,64
car,0.79907465,975,474,1140,572,64
car,0.6351714,736,385,840,436,64
car,0.45459938,1301,292,1369,344,64
car,0.8592024,1335,524,1482,635,65
car,0.80272675,985,465,1145,567,65
truck,0.7997446,211,384,463,540,65
car,0.6049404,726,385,827,441,65
car,0.51542187,1305,289,1368,343,65
car,0.80843353,996,462,1150,559,66
car,0.80037785,1336,517,1495,634,66
truck,0.7812896,194,384,446,544,66
car,0.554564,713,388,825,446,66
car,0.4624176,1307,288,1372,341,66
truck,0.43945014,823,226,984,332,66
car,0.40813684,1606,201,1655,235,66
truck,0.8174436,181,387,434,544,67
car,0.803175,1336,512,1499,625,67
car,0.75727844,1008,458,1148,557,67
car,0.6312609,705,388,807,446,67
truck,0.80961776,166,388,422,552,68
car,0.80368423,1019,455,1157,553,68
car,0.7804849,1343,509,1498,618,68
car,0.6843817,694,394,806,448,68
car,0.5933676,1314,288,1379,338,68
truck,0.52414036,810,224,909,336,68
car,0.4965825,879,344,973,388,68
car,0.83283377,1357,506,1501,610,69
car,0.82816815,1025,453,1166,551,69
truck,0.8271146,149,391,408,560,69
car,0.65178895,685,395,792,451,69
car,0.8491132,1358,502,1504,607,70
truck,0.8265438,133,392,395,563,70
car,0.76403403,1034,450,1171,546,70
car,0.6708398,677,395,781,452,70
car,0.44317627,1318,286,1379,335,70
truck,0.84108424,116,395,380,571,71
car,0.7842715,1371,488,1508,601,71
car,0.7503576,1041,448,1182,541,71
car,0.613091,664,404,778,463,71
car,0.5086441,1319,284,1384,332,71
truck,0.8427613,99,402,368,572,72
car,0.7579231,1377,487,1512,594,72
car,0.7468338,1055,443,1186,531,72
car,0.6040356,651,406,759,467,72
car,0.5991411,1321,283,1385,333,72
truck,0.4707265,795,227,893,339,72
truck,0.8318579,83,400,361,579,73
car,0.81960106,1383,482,1515,588,73
car,0.7512789,1060,443,1198,530,73
car,0.70070314,636,408,754,471,73
car,0.5542035,846,350,930,403,73
car,0.5198574,1326,283,1389,330,73
car,0.85649586,1383,483,1512,584,74
truck,0.82991457,65,403,343,585,74
car,0.77429366,1067,433,1213,524,74
car,0.6578193,623,414,737,473,74
car,0.4800415,839,356,927,399,74
car,0.8192024,1391,473,1522,579,75
truck,0.815526,49,408,331,591,75
car,0.7889414,1077,432,1221,521,75
car,0.65336704,610,414,734,482,75
car,0.42321682,831,359,922,403,75
car,0.40688825,1610,201,1657,233,75
truck,0.84594965,35,416,318,593,76
car,0.8242929,1393,471,1520,573,76
car,0.74734116,1087,427,1221,517,76
car,0.65978765,827,361,918,405,76
car,0.5846448,603,418,723,483,76
truck,0.8290243,15,419,306,596,77
car,0.8089256,1395,468,1527,565,77
car,0.76916647,1092,424,1227,510,77
car,0.5973387,590,422,712,480,77
truck,0.4262514,764,230,929,344,77
truck,0.8264532,0,420,286,602,78
car,0.8038502,1101,422,1230,509,78
car,0.79669476,1399,464,1528,559,78
car,0.5832977,575,428,702,488,78
car,0.8115728,1401,463,1529,556,79
car,0.72178245,1109,419,1234,505,79
truck,0.6795156,1,422,270,601,79
car,0.64118385,561,431,687,496,79
car,0.55856586,803,366,901,407,79
truck,0.4374733,754,232,908,347,79
car,0.82080364,1405,459,1532,556,80
car,0.7849169,1117,417,1237,501,80
truck,0.6075182,759,232,927,348,80
car,0.57963943,548,433,684,494,80
truck,0.5382943,0,429,253,611,80
car,0.82047844,1123,411,1250,500,81
car,0.80955696,1404,454,1533,548,81
truck,0.65481377,752,231,926,349,81
truck,0.5583782,0,431,243,618,81
car,0.46584845,533,437,675,502,81
car,0.40865064,1612,200,1658,231,81
car,0.79018235,1407,450,1535,542,82
car,0.7756591,1131,409,1254,494,82
car,0.61613226,521,441,649,505,82
truck,0.5600052,0,430,230,625,82
truck,0.477556,746,232,917,350,82
car,0.43173027,1612,199,1658,230,82
car,0.7810931,1408,448,1539,541,83
car,0.7558818,1138,407,1262,492,83
truck,0.56920767,738,232,918,350,83
car,0.42307878,504,444,639,504,83
car,0.785532,1146,406,1280,489,84
car,0.76319146,1413,442,1541,535,84
car,0.509356,759,375,852,431,84
car,0.5070567,488,450,617,513,84
car,0.777298,1149,402,1291,488,85
car,0.77413607,1429,439,1545,531,85
truck,0.41502452,731,235,853,348,85
car,0.4024496,474,452,613,515,85
car,0.8111994,1157,404,1290,482,86
car,0.76691914,1433,436,1548,528,86
car,0.5820844,457,455,594,526,86
truck,0.5801084,725,234,825,350,86
car,0.46149254,739,383,842,439,86
car,0.4251566,1616,201,1660,231,86
car,0.72672224,1165,399,1289,477,87
car,0.71526337,442,459,591,541,87
car,0.6532843,1437,433,1550,524,87
car,0.41786003,1616,200,1660,230,87
car,0.7701874,1438,429,1552,519,88
car,0.7502675,1174,396,1297,475,88
car,0.53353786,426,464,576,535,88
car,0.40176892,723,387,829,438,88
car,0.79639673,1440,428,1551,514,89
car,0.6549554,1180,395,1296,472,89
car,0.63105583,709,390,826,443,89
truck,0.5397973,710,237,889,354,89
car,0.47615528,409,469,556,546,89
car,0.7949443,1442,423,1554,511,90
truck,0.6811738,701,239,818,355,90
car,0.6793399,702,391,807,445,90
car,0.64608955,1187,389,1297,465,90
car,0.50317764,391,475,554,544,90
car,0.7917819,1445,417,1558,509,91
truck,0.6903925,695,238,806,357,91
car,0.68837833,1192,388,1303,461,91
car,0.627172,371,478,544,555,91
car,0.60213566,697,393,802,444,91
car,0.7585459,1446,415,1560,503,92
truck,0.6663921,690,240,798,359,92
car,0.6513519,1197,386,1305,459,92
car,0.5508604,683,395,784,451,92
car,0.47634888,356,483,527,554,92
car,0.40142775,1619,199,1660,229,92
car,0.7380414,1448,412,1558,502,93
car,0.7070539,1202,383,1312,455,93
truck,0.6330013,684,240,790,359,93
car,0.41276956,337,488,513,563,93
car,0.7603626,1448,413,1564,496,94
car,0.737669,1210,380,1319,455,94
truck,0.5392883,675,241,787,359,94
car,0.46287847,318,491,484,571,94
car,0.4262781,658,409,764,459,94
car,0.81305504,1449,411,1566,492,95
car,0.75219345,1214,379,1326,452,95
car,0.80908775,1220,377,1331,450,96
car,0.8086753,1457,409,1569,488,96
truck,0.4926157,669,241,776,362,96
car,0.43202138,633,409,744,468,96
car,0.4007802,1377,264,1432,309,96
car,0.80688167,1467,405,1570,485,97
car,0.802691,1229,375,1334,447,97
truck,0.664783,663,242,769,364,97
car,0.4523239,626,415,736,470,97
car,0.7654674,1235,372,1336,445,98
car,0.76092243,1472,402,1573,484,98
truck,0.47705913,658,244,765,364,98
car,0.7966237,1238,370,1343,445,99
car,0.7691765,1474,402,1574,480,99
car,0.6025801,603,418,723,482,99
truck,0.4888916,649,246,759,364,99
car,0.42131424,1382,261,1438,304,99
car,0.7314949,1476,397,1576,476,100
car,0.70227385,1244,367,1344,442,100
car,0.66662407,590,420,715,483,100
truck,0.5535195,644,243,752,369,100
car,0.4771135,1387,259,1441,305,100
car,0.6888008,1478,395,1576,471,101
car,0.6609249,1249,364,1351,439,101
car,0.6595719,580,425,708,487,101
truck,0.63299704,637,244,747,369,101
bus,0.40660858,636,241,749,372,101
car,0.7683909,1257,366,1352,436,102
car,0.7114265,1479,391,1578,468,102
car,0.71095705,570,430,700,483,102
truck,0.5929184,631,247,747,374,102
car,0.42514622,147,538,348,620,102
bus,0.41590023,633,248,751,375,102
car,0.7475288,1262,364,1358,432,103
car,0.70325947,1480,387,1580,465,103
car,0.68163586,553,435,687,489,103
bus,0.5486584,630,247,740,374,103
car,0.50678396,124,542,329,638,103
truck,0.49129248,627,246,740,372,103
car,0.71974516,1479,387,1583,463,104
car,0.6889999,1264,363,1358,431,104
car,0.52077246,548,437,670,493,104
truck,0.5075178,620,249,734,373,104
bus,0.45067406,621,248,730,376,104
car,0.7133117,1270,360,1370,428,105
car,0.6965966,1481,386,1584,461,105
truck,0.58753014,611,249,731,377,105
car,0.5410805,531,441,643,498,105
car,0.75242996,1274,360,1374,426,106
truck,0.68536043,605,251,726,376,106
car,0.6665566,1485,386,1587,460,106
car,0.5939975,520,442,647,499,106
car,0.4531908,1169,246,1232,281,106
car,0.7126491,1279,358,1376,423,107
car,0.6742115,1486,383,1589,457,107
car,0.41895294,500,447,618,511,107
car,0.7696533,1284,356,1380,421,108
car,0.7087889,1496,379,1591,455,108
car,0.62270117,482,451,626,510,108
truck,0.5682106,592,252,795,383,108
car,0.4248705,1401,255,1454,296,108
car,0.7355776,1289,353,1384,416,109
car,0.71523666,1499,378,1591,451,109
car,0.5894232,474,454,608,519,109
truck,0.53858757,588,254,705,382,109
car,0.67271614,1501,377,1592,448,110
car,0.57604074,1295,350,1385,414,110
car,0.56393623,459,457,603,517,110
car,0.7046051,1502,377,1594,444,111
car,0.6428547,1299,350,1387,414,111
car,0.5968628,440,462,587,533,111
car,0.74219656,1504,374,1595,441,112
car,0.7282448,424,465,576,537,112
car,0.6949625,1305,348,1389,413,112
car,0.43873405,1408,253,1457,294,112
truck,0.4009087,570,256,779,387,112
car,0.65187454,408,470,568,539,113
car,0.6456692,1505,370,1597,439,113
car,0.62988234,1306,344,1395,410,113
truck,0.4236145,567,254,780,389,113
car,0.7383082,1312,345,1400,408,114
car,0.7167263,1508,366,1600,437,114
car,0.6480074,394,475,551,546,114
truck,0.62857056,552,258,678,392,114
car,0.44405556,1144,250,1202,283,114
car,0.41478753,1557,205,1602,237,114
car,0.746948,373,478,539,557,115
car,0.73631716,1315,343,1405,407,115
car,0.7220764,1511,364,1600,434,115
truck,0.5894487,547,259,674,393,115
car,0.43496418,1139,251,1201,284,115
car,0.4062047,1557,206,1602,237,115
car,0.73249793,1319,342,1406,405,116
car,0.70982265,1511,362,1603,432,116
car,0.66698074,358,484,522,555,116
truck,0.52893686,542,256,767,395,116
car,0.71824074,1324,341,1411,403,117
car,0.693624,1515,361,1605,431,117
car,0.5761132,337,486,501,555,117
truck,0.57429075,532,258,767,397,117
car,0.4295764,1415,247,1465,287,117
car,0.4095459,1134,254,1194,286,117
car,0.71064854,1325,338,1414,401,118
car,0.6815314,1520,360,1606,428,118
truck,0.6079712,523,259,651,399,118
car,0.5143082,1129,253,1192,286,118
car,0.48620224,321,492,484,567,118
car,0.7780402,1331,337,1420,396,119
car,0.6217232,1519,357,1607,427,119
truck,0.57826614,521,261,748,402,119
car,0.4910822,304,499,467,575,119
car,0.78954244,1336,337,1422,394,120
car,0.6119299,1521,354,1608,423,120
car,0.5697112,285,505,444,578,120
truck,0.47888947,517,263,719,402,120
car,0.43535376,1422,247,1470,284,120
car,0.8074913,1339,336,1424,392,121
car,0.60710335,1518,354,1608,421,121
truck,0.59994364,505,266,738,407,121
car,0.55946445,270,507,440,580,121
car,0.5200052,1122,254,1185,292,121
car,0.7840097,1343,331,1423,388,122
car,0.7302604,1526,351,1612,418,122
truck,0.52521634,492,263,643,410,122
car,0.4597206,1121,254,1184,292,122
car,0.7791474,1347,329,1426,387,123
car,0.69818974,1527,351,1611,416,123
car,0.6856537,214,519,411,600,123
truck,0.64727783,491,267,722,411,123
car,0.70202637,1352,326,1433,385,124
car,0.6405399,1531,348,1613,414,124
truck,0.5756383,482,265,629,412,124
car,0.53802824,203,525,388,600,124
car,0.45634747,1426,246,1476,281,124
car,0.4386711,1113,254,1176,292,124
car,0.716938,1357,326,1435,383,125
car,0.7128334,1532,345,1615,412,125
car,0.5995374,175,529,374,614,125
truck,0.46231413,472,265,608,412,125
car,0.45700336,1108,262,1169,291,125
car,0.702755,1357,326,1441,385,126
car,0.6887865,1533,343,1614,411,126
car,0.65001464,158,536,348,622,126
car,0.52401996,1106,254,1168,292,126
car,0.7226634,134,542,335,644,127
car,0.68084145,1536,343,1617,406,127
car,0.5794537,1359,324,1443,383,127
bus,0.49747467,458,266,595,415,127
bus,0.4269333,8,812,439,1074,127
truck,0.4068761,459,265,595,416,127
car,0.732178,110,546,317,644,128
car,0.6314056,1535,341,1615,405,128
car,0.6185627,1362,320,1449,382,128
bus,0.50295496,451,266,606,416,128
car,0.7570095,84,553,282,653,129
car,0.6631911,1536,340,1620,403,129
car,0.6425586,1367,319,1447,379,129
truck,0.5546503,438,269,687,417,129
bus,0.49192715,422,271,695,418,129
car,0.4570036,1093,263,1157,298,129
car,0.72944427,64,559,257,662,130
car,0.68133545,1537,339,1619,401,130
car,0.6659889,1371,319,1452,378,130
truck,0.5917058,429,269,677,426,130
car,0.57062864,1095,262,1154,297,130
car,0.5296633,176,764,514,985,130
car,0.46758413,1437,241,1484,276,130
car,0.7463331,35,564,236,660,131
car,0.6724119,1374,317,1452,377,131
car,0.67172813,1539,338,1623,397,131
truck,0.5508051,421,272,683,424,131
car,0.5088949,1089,263,1151,300,131
truck,0.44618368,210,751,542,968,131
car,0.66936374,1378,317,1459,376,132
car,0.64177704,7,573,215,676,132
car,0.61213946,1541,337,1624,396,132
car,0.5686927,239,739,565,947,132
truck,0.53679466,420,275,671,427,132
car,0.5042002,1083,266,1144,301,132
car,0.6631782,1544,336,1624,393,133
car,0.6594877,1380,314,1461,373,133
truck,0.5865927,413,275,669,427,133
car,0.49080467,1082,268,1146,301,133
bus,0.4584968,270,722,590,949,133
car,0.41147745,3,583,198,662,133
truck,0.68935776,401,275,661,431,134
car,0.64759254,1383,314,1461,371,134
car,0.4989438,1546,332,1625,392,134
car,0.46715927,1078,262,1144,304,134
truck,0.7345543,389,276,657,430,135
car,0.67563796,1551,331,1626,389,135
car,0.5133748,1389,313,1461,369,135
car,0.45774508,1072,267,1140,306,135
car,0.4181509,1441,239,1489,274,135
car,0.40135384,325,696,626,925,135
truck,0.6445408,383,276,647,434,136
car,0.6032481,350,686,646,910,136
car,0.59681773,1550,330,1627,389,136
car,0.5814049,1069,269,1136,304,136
car,0.4435122,1391,314,1463,366,136
truck,0.6646085,373,277,635,438,137
car,0.62196255,1552,329,1628,388,137
car,0.61892986,1068,269,1136,305,137
car,0.5733104,1393,315,1466,364,137
truck,0.46899438,375,668,663,890,137
truck,0.6764498,363,279,636,437,138
car,0.5448401,1396,314,1474,364,138
car,0.54273605,1553,326,1627,387,138
car,0.53616714,403,668,680,877,138
car,0.414814,1063,272,1124,305,138
truck,0.6988864,360,283,632,437,139
car,0.5918369,1399,316,1474,363,139
car,0.5656638,1554,326,1629,385,139
car,0.5641351,1056,269,1125,306,139
car,0.7443881,445,641,724,848,140
truck,0.6449337,347,283,515,441,140
car,0.64423037,1053,267,1119,307,140
car,0.6043196,1402,313,1475,361,140
car,0.5241909,1556,323,1630,383,140
car,0.5186796,1452,238,1495,269,140
truck,0.6695273,334,284,621,448,141
car,0.63418007,1403,312,1477,360,141
car,0.5180397,1048,268,1110,309,141
car,0.5146365,1558,324,1631,381,141
car,0.49987793,1452,238,1497,269,141
truck,0.49200916,466,634,736,835,141
car,0.7633445,489,628,749,821,142
truck,0.7369387,326,288,612,448,142
